county_code,score
36061,3.178158905
06037,2.327756443
17031,1.282179647
11001,3.266408217
06075,2.7056108
13121,1.726451146
12086,1.87099063
53033,1.18012083
06001,2.145470979
48113,0.5164754819
48201,0.4881988767
06059,0.9120849164
42101,1.57783457
25025,1.712247084
25017,1.994750098
06085,1.104497351
48453,1.329921078
06065,0.8367244756
24033,2.39062257
24031,2.156255545
06071,0.8192324361
06073,0.6577269887
12011,1.514179328
36119,1.953584621
04013,0.4329608572
36059,1.257848614
41051,1.491163487
51059,1.382791754
24005,1.464202073
34013,1.482351708
48029,0.3924529763
34017,1.613476244
36103,0.8869647695
29189,0.9009057934
26163,0.5364663841
09001,1.389367708
27053,0.8948559151
13089,2.269756523
08031,0.866710829
13067,1.761303706
34003,1.087794426
34023,0.9720576232
37119,0.7611009966
12057,0.679033082
06081,1.528251871
26161,1.214184275
39049,0.758865172
06013,1.134352185
36109,8.291884315
42003,0.9440440562
13135,1.021377283
37183,0.7474230108
34039,1.224442764
51013,3.399768578
09009,0.9777129443
55025,1.033871597
44007,1.114492802
22071,1.984360089
06111,0.8676314626
47037,0.6582530651
06067,0.3760130895
17043,0.8355408037
34031,0.8682890581
48439,0.333269384
39061,0.7896406399
49035,0.3970561446
12095,0.5811828761
55079,0.683241693
12099,0.7192779247
51159,1.754727751
37063,1.674632623
34025,0.9194499857
27123,0.7312461622
42091,1.066093775
25021,1.04360401
39035,0.5771057842
36029,0.5834187007
26125,0.5498813317
36027,1.796024747
15003,0.4128384358
24027,1.330841711
51107,0.9887605482
34021,1.050574522
01073,0.6867927085
09003,0.6211646806
48121,0.6765342192
13051,2.020790878
47157,0.6687745926
18097,0.5159494055
12117,0.8870962885
36055,0.6504934386
51153,0.9512776064
34027,0.904588328
12073,1.67647389
25015,2.934717062
25009,0.6944208159
04019,0.484516342
06083,1.013749176
36087,1.353594515
42045,0.8924885714
12103,0.501219267
13059,2.157176179
51810,0.6710104172
23005,1.397653411
06097,1.115676474
36071,1.101209373
12001,1.242592399
34035,1.077141379
48085,0.3737772649
29095,0.5899946554
25027,0.4879358385
17097,0.6794276392
35001,0.4050788093
06041,2.307634022
36067,0.8506654995
21111,0.5396228424
45079,1.067408966
16001,0.4633417679
31055,0.3545754772
17019,1.651748301
45019,1.298224976
12031,0.473337219
36111,2.41100803
10003,0.5851284489
37081,0.607749733
13063,1.499186152
34005,0.6883709376
06113,1.301907511
51540,1.223127574
42017,0.6169560696
06087,1.132510918
06029,0.282897571
51510,2.205706724
45045,0.5372554987
36001,0.8789421047
08013,1.017694749
13151,1.080955433
37135,1.99435554
26065,1.06254276
08041,0.4359857964
09007,3.284557852
50007,1.559027339
53053,0.3679904248
29019,1.473934486
24003,0.5484346217
17089,0.5814459143
24017,1.855602896
25013,0.5456727207
08005,0.4490061867
41039,0.8461938503
37067,0.8398809338
40109,0.330507483
18089,0.6757451046
26081,0.5450151252
06019,0.2351561399
19153,0.4129699549
41067,0.4283576889
49049,0.5242351084
39153,0.5557996909
42029,0.6103801149
06079,0.8606609507
05119,0.7159899473
06095,0.6257678489
01089,0.7120443745
51087,0.9024840225
21067,0.6681169972
22033,0.6568063551
34029,0.5209471311
20091,0.4738632954
12105,0.3398453387
17197,0.4628156915
37021,0.7901667163
01101,0.7618901111
12115,0.9553546983
42071,0.4224393297
47065,0.6500988813
12009,0.4128384358
37051,0.4853054566
17037,0.8363299183
26099,0.2675098371
06053,0.558693111
42095,0.6245841771
48141,0.231079048
48157,0.331822674
41005,0.7357178114
53061,0.3502353471
08059,0.4442714993
01125,1.281127494
27037,0.5074006644
28049,0.7113867791
34007,0.5120038327
42027,1.089635693
51700,0.8073957176
26077,0.7958220374
32031,0.3515505381
51550,0.8696042491
39093,0.6668018062
25023,0.4879358385
48491,0.427042498
09011,0.7895091209
51710,0.8327789028
53063,0.3503668662
12127,0.3953463963
47093,0.4615005006
48041,0.6019628929
39113,0.4120493213
25003,1.761961301
19103,0.905903519
22051,0.5114777563
02020,0.404684252
12097,0.3394507814
39095,0.4476909957
20045,1.35135869
01097,0.7326928723
31109,0.4287522462
37147,0.4073146339
18105,1.173150318
06077,0.2029339619
30063,1.211685412
42077,0.4178361614
48209,0.7050738626
12071,0.2558046377
39017,0.4283576889
42041,0.7763572115
13247,1.531013772
06061,0.425727307
45051,0.4275685744
25005,0.343001797
13215,0.6198494897
13245,0.6860035939
13113,1.42540394
12033,0.7722801195
13045,1.1496084
48303,0.4104710922
40143,0.2686935089
51121,1.097658358
34015,0.4754415246
08069,0.5994640301
41029,0.6810058684
36091,0.8627652562
41047,0.5417271479
13139,0.5734232495
22055,0.5859175635
25001,1.018746902
24021,0.7887200063
06055,1.045971354
27137,0.7705703713
45091,0.541858667
06099,0.2180586577
33015,0.7693866995
26139,0.4430878274
27131,2.670100645
45083,0.4931966022
20173,0.2750064254
42043,0.6212961997
51650,0.7972687474
23011,1.374506051
08035,0.508321298
48215,0.1566392409
55133,0.3966615873
48339,0.2593556532
22017,0.67495599
44009,1.024928299
24015,2.139815658
13057,0.6540444541
18057,0.3950833582
47149,0.4128384358
12081,0.4163894514
12021,0.4912238158
53011,0.393505129
33009,2.813719496
38017,0.488724953
30031,0.9164250465
17113,0.4246751543
18157,0.5106886417
12101,0.2680359134
42133,0.5467248735
36007,0.4963530605
24043,0.8780214711
51630,0.8452732167
36093,0.5976227628
48245,0.4838587466
39103,0.4879358385
